gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,charge_per_tenure,long_term_mth_to_mth
Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,100.72,5340.83,0,1.865185185185185,0
Male,0,No,No,45,Yes,No,No,No,Yes,No,No internet service,Yes,No,Two year,No,Electronic check,91.97,4141.28,0,1.9993478260869566,0
Male,0,Yes,Yes,54,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,59.02,3185.91,1,1.073090909090909,1
Male,0,Yes,Yes,48,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,One year,Yes,Credit card (automatic),62.43,3005.27,0,1.2740816326530613,0
Female,1,Yes,No,14,Yes,Yes,DSL,Yes,No,No,No internet service,No,No,Month-to-month,No,Electronic check,78.01,1090.65,1,5.200666666666667,0
Female,0,No,No,36,Yes,Yes,DSL,Yes,Yes,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),66.99,2411.86,0,1.8105405405405404,0
Female,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),84.82,2118.28,0,3.262307692307692,0
Female,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Two year,No,Electronic check,24.26,29.57,1,12.13,0
Male,0,No,No,35,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),80.44,2817.04,0,2.2344444444444442,0
Male,0,Yes,No,8,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,No,One year,Yes,Electronic check,38.1,298.24,0,4.233333333333333,0
Female,1,Yes,No,9,Yes,No,DSL,No,No,No,No,Yes,No internet service,Two year,Yes,Electronic check,104.9,943.04,1,10.49,0
Male,0,No,Yes,63,Yes,No,No,No,Yes,No internet service,No,No internet service,No,One year,Yes,Mailed check,116.96,7376.69,0,1.8275,0
Male,0,No,Yes,4,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,109.83,439.89,1,21.966,0
Female,0,No,No,22,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),36.07,795.17,0,1.5682608695652174,0
Male,0,Yes,No,58,Yes,No,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,35.23,2045.75,0,0.5971186440677966,1
Male,0,Yes,No,22,Yes,Yes,No,Yes,No,No,No,Yes,No internet service,One year,No,Mailed check,82.94,1818.35,0,3.606086956521739,0
Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,One year,No,Electronic check,75.52,232.12,1,18.88,0
Male,0,No,Yes,5,No,No,Fiber optic,No,No,No internet service,No,No internet service,Yes,One year,No,Electronic check,68.16,334.79,0,11.36,0
Male,0,No,No,62,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),109.8,6798.27,1,1.7428571428571429,1
Male,0,No,No,22,Yes,No,DSL,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,117.62,2583.99,1,5.113913043478261,0
Female,0,No,No,12,Yes,No phone service,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.74,1083.14,1,6.9799999999999995,0
Male,0,No,Yes,56,No,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),43.35,2426.43,0,0.7605263157894737,0
Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),87.66,967.75,1,7.305,0
Male,0,Yes,No,49,Yes,Yes,No,Yes,Yes,Yes,No internet service,No,No,Two year,Yes,Credit card (automatic),34.31,1684.52,0,0.6862,0
Male,0,No,No,52,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,21.73,1131.72,1,0.41000000000000003,1
Female,0,Yes,No,12,No,No,Fiber optic,No,No,No,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),72.25,869.57,0,5.5576923076923075,0
Female,0,No,No,1,No,No phone service,DSL,No,No,No internet service,No,No,No,One year,Yes,Electronic check,46.42,41.29,0,23.21,0
Female,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No internet service,Two year,No,Electronic check,105.18,3361.9,0,3.1872727272727275,0
Female,1,No,Yes,68,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,64.58,4398.73,0,0.9359420289855073,1
Male,0,Yes,No,47,Yes,Yes,DSL,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,105.45,4954.75,1,2.196875,1
Male,0,Yes,Yes,48,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,73.38,3525.01,1,1.4975510204081632,1
Male,1,Yes,No,8,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Two year,Yes,Credit card (automatic),34.31,279.77,0,3.8122222222222226,0
Male,1,Yes,No,8,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No,Two year,No,Electronic check,87.52,705.29,1,9.724444444444444,0
Male,0,Yes,No,56,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,43.87,2458.37,0,0.7696491228070175,0
Male,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,99.95,4092.62,1,2.3797619047619047,1
Male,0,Yes,No,66,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,86.51,5703.91,0,1.2911940298507463,0
Male,0,Yes,Yes,53,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),29.25,1558.01,0,0.5416666666666666,1
Female,1,Yes,No,16,Yes,No,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.34,1105.53,1,4.078823529411765,0
Male,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No internet service,Month-to-month,No,Mailed check,69.33,2915.15,1,1.6123255813953488,1
Female,0,No,No,47,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.8,3988.28,1,1.7666666666666666,1
Male,0,No,No,43,No,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No,One year,No,Electronic check,58.13,2501.98,0,1.3211363636363638,0
Female,0,No,No,33,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,34.99,1150.03,1,1.0291176470588237,1
Male,1,No,No,60,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,80.96,4859.38,1,1.3272131147540982,1
Male,0,No,No,40,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No,Yes,One year,No,Electronic check,53.42,2136.05,0,1.3029268292682927,0
Male,0,Yes,No,35,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,39.25,1375.32,0,1.0902777777777777,1
Male,0,No,No,62,Yes,No,No,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),32.16,2000.05,0,0.5104761904761904,0
Male,1,No,No,31,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,Yes,One year,No,Credit card (automatic),76.65,2374.61,0,2.3953125,0
Female,0,No,No,61,No,No,DSL,No,No internet service,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,100.18,6110.03,0,1.6158064516129034,0
Male,0,No,No,72,Yes,Yes,No,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,71.75,5168.11,1,0.9828767123287672,1
Male,0,Yes,No,10,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,110.57,1104.64,1,10.05181818181818,0
Male,0,No,No,40,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,Yes,One year,No,Electronic check,108.62,4349.8,0,2.649268292682927,0
Female,0,No,Yes,32,Yes,No,DSL,No internet service,No,Yes,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),58.78,1885.02,0,1.7812121212121212,0
Female,1,No,No,48,No,No,Fiber optic,No internet service,No,No internet service,No,No,No,One year,No,Mailed check,93.99,4518.68,0,1.9181632653061222,0
Female,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.5,3024.52,0,4.314814814814815,0
Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),110.79,332.68,1,27.6975,0
Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),20.03,622.75,1,0.6259375,1
Male,0,No,Yes,41,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,23.29,950.2,1,0.5545238095238095,1
Female,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),88.7,4252.48,1,1.8102040816326532,1
Male,0,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,77.17,1622.81,0,3.507727272727273,0
Male,0,No,No,38,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,93.15,3558.14,1,2.3884615384615384,1
Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),92.07,5334.28,0,1.5605084745762712,0
Male,1,Yes,Yes,56,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,One year,Yes,Mailed check,105.38,5909.33,0,1.8487719298245613,0
Male,0,No,Yes,21,Yes,No,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.93,1737.96,1,3.769545454545455,0
Female,1,No,Yes,16,No,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),55.49,882.69,0,3.2641176470588236,0
Female,1,No,No,53,Yes,No,DSL,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),85.04,4503.84,1,1.574814814814815,1
Male,0,No,Yes,19,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.8,384.87,1,1.04,0
Male,0,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,Two year,No,Bank transfer (automatic),87.25,1573.65,0,4.592105263157895,0
Female,0,No,No,62,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,One year,No,Electronic check,112.98,7008.39,0,1.7933333333333334,0
Female,0,No,No,49,Yes,No phone service,No,No internet service,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,115.09,5644.2,0,2.3018,0
Male,0,No,No,31,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,117.05,3631.95,1,3.6578125,1
Female,0,No,Yes,44,Yes,No,No,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),105.43,4628.92,1,2.342888888888889,1
Male,1,Yes,Yes,28,Yes,Yes,No,No internet service,No internet service,Yes,No,No,No,One year,No,Electronic check,94.85,2650.71,0,3.2706896551724136,0
Female,0,Yes,No,62,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),85.91,5322.13,1,1.3636507936507936,1
Female,1,Yes,Yes,37,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.34,3817.84,1,2.7194736842105263,1
Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),101.42,7104.97,1,1.428450704225352,1
Female,0,Yes,Yes,14,Yes,Yes,No,No,No,Yes,Yes,No,No internet service,One year,Yes,Mailed check,78.74,1104.63,0,5.249333333333333,0
Male,0,No,Yes,61,No,No,No,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,93.47,5695.25,0,1.5075806451612903,0
Female,0,Yes,No,6,Yes,No,No,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),104.94,629.58,1,14.991428571428571,0
Male,1,No,Yes,38,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No,One year,Yes,Mailed check,112.83,4295.24,0,2.893076923076923,0
Female,0,No,No,53,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),85.03,4503.98,1,1.5746296296296296,1
Male,0,Yes,No,37,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,109.81,4062.5,1,2.8897368421052634,1
Female,0,No,No,25,No,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,One year,No,Bank transfer (automatic),66.44,1661.95,0,2.5553846153846154,0
Male,0,No,No,50,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,102.49,5126.5,1,2.0096078431372546,1
Male,0,Yes,No,32,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No internet service,One year,Yes,Credit card (automatic),118.39,3786.84,0,3.5875757575757574,0
Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No internet service,No,No,No,One year,No,Electronic check,97.41,882.45,1,9.741,0
Female,0,Yes,No,17,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,58.04,985.12,0,3.2244444444444444,0
Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No,One year,No,Credit card (automatic),56.46,906.72,0,3.3211764705882354,0
Male,0,No,No,26,No,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No,One year,Yes,Electronic check,95.05,2473.36,0,3.52037037037037,0
Female,0,Yes,Yes,62,No,No,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Electronic check,88.86,5521.35,0,1.4104761904761904,0
Female,0,No,No,38,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),89.65,3409.02,1,2.298717948717949,1
Male,0,No,No,33,Yes,Yes,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),83.79,2771.28,1,2.4644117647058827,1
Female,0,Yes,Yes,64,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,No,One year,Yes,Mailed check,64.99,4161.36,0,0.9998461538461537,0
Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Electronic check,111.71,7705.79,0,1.5958571428571429,0
Female,0,No,Yes,5,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,18.73,101.58,1,3.1216666666666666,0
Male,0,Yes,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.38,1655.59,1,0.7016326530612246,1
Female,0,Yes,No,20,Yes,No,DSL,Yes,No,Yes,No internet service,Yes,No,One year,Yes,Electronic check,108.01,2157.46,0,5.1433333333333335,0
Female,0,No,No,71,Yes,No,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.82,6455.24,1,1.261388888888889,1
Female,0,No,Yes,9,Yes,No,DSL,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,46.62,422.29,1,4.662,0
Male,0,No,No,8,Yes,Yes,DSL,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),51.6,415.37,1,5.733333333333333,0
Female,1,No,No,66,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,59.36,3916.08,0,0.8859701492537313,1
Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,89.89,179.7,1,29.963333333333335,0
Male,0,Yes,No,43,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,63.39,2730.25,1,1.4406818181818182,1
Female,1,Yes,Yes,22,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.01,2412.88,1,4.78304347826087,0
Male,0,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,61.68,3207.9,0,1.1637735849056603,0
Male,1,No,Yes,43,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,64.38,2774.34,0,1.4631818181818181,1
Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,Two year,Yes,Mailed check,77.16,3863.56,0,1.5129411764705882,0
Male,0,Yes,No,20,Yes,No,No,No internet service,No,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),65.63,1314.87,0,3.125238095238095,0
Female,0,No,No,58,Yes,Yes,No,No,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,38.56,2236.39,1,0.6535593220338983,1
Male,0,Yes,No,17,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,64.79,1101.54,0,3.599444444444445,0
Female,0,Yes,No,48,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,18.62,897.2,1,0.38,1
Female,0,Yes,No,59,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,73.22,4322.67,1,1.2203333333333333,1
Male,0,Yes,No,47,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Two year,No,Credit card (automatic),69.08,3240.17,0,1.4391666666666667,0
Female,0,Yes,No,27,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),88.75,2392.82,0,3.169642857142857,0
Male,0,No,No,4,Yes,Yes,DSL,No internet service,No,No,No,No,Yes,Month-to-month,No,Mailed check,105.7,424.77,1,21.14,0
Female,0,No,Yes,53,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),95.02,5032.53,0,1.7596296296296297,0
Female,0,No,No,25,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Two year,No,Mailed check,82.4,2052.75,0,3.1692307692307695,0
Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,One year,Yes,Electronic check,77.88,1164.19,0,4.8675,0
Female,0,No,No,21,Yes,No,Fiber optic,No internet service,No,No,No,No,No,One year,No,Bank transfer (automatic),113.23,2385.71,0,5.146818181818182,0
Female,0,Yes,No,41,No,No,Fiber optic,No,Yes,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),53.5,2182.72,0,1.2738095238095237,0
Female,0,Yes,No,27,Yes,Yes,DSL,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,83.86,2260.38,1,2.995,1
Male,1,Yes,No,19,No,No,DSL,No internet service,No internet service,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),87.4,1661.14,0,4.37,0
Female,0,Yes,No,51,Yes,Yes,DSL,No,No,No,No internet service,No,No,Two year,No,Electronic check,87.73,4468.7,0,1.6871153846153848,0
Female,0,Yes,No,6,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),41.25,251.9,1,5.892857142857143,0
Female,0,Yes,No,32,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Two year,Yes,Mailed check,34.41,1096.19,0,1.0427272727272727,0
Female,0,No,No,12,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,Two year,Yes,Electronic check,58.29,709.88,0,4.483846153846153,0
Female,0,No,Yes,35,No,No,Fiber optic,No internet service,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,103.32,3614.13,0,2.8699999999999997,0
Female,0,Yes,Yes,2,Yes,No,DSL,Yes,No,No,Yes,No,No internet service,One year,Yes,Credit card (automatic),18.74,41.8,0,6.246666666666666,0
Female,0,Yes,No,18,Yes,No phone service,No,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),64.65,1158.63,1,3.4026315789473687,0
Male,0,Yes,No,70,Yes,No,DSL,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,97.05,6788.69,1,1.3669014084507043,1
Male,0,No,No,34,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Mailed check,106.34,3615.48,1,3.0382857142857143,1
Female,0,No,Yes,21,Yes,Yes,No,No internet service,No,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),78.06,1633.92,0,3.5481818181818183,0
Female,0,Yes,Yes,36,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,81.63,2945.11,0,2.206216216216216,0
Female,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),113.33,115.49,1,56.665,0
Female,0,Yes,Yes,52,No,No,Fiber optic,No,No internet service,No,No internet service,No,No,One year,Yes,Mailed check,27.7,1440.85,0,0.5226415094339623,0
Female,1,No,No,53,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,38.6,2049.11,1,0.7148148148148148,1
Male,1,Yes,No,24,Yes,No,DSL,No,No internet service,No,No,No,No internet service,One year,No,Electronic check,99.86,2394.92,0,3.9944,0
Male,0,No,No,72,Yes,No,Fiber optic,Yes,No,No internet service,No,No internet service,No,One year,No,Electronic check,45.18,3247.51,0,0.6189041095890411,0
Male,0,No,No,5,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),45.9,230.95,0,7.6499999999999995,0
Male,0,No,Yes,31,Yes,No,Fiber optic,No,Yes,Yes,No,No,No internet service,One year,Yes,Credit card (automatic),103.43,3200.21,0,3.2321875,0
Male,0,No,Yes,42,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),63.62,2667.63,0,1.4795348837209301,0
Male,0,No,Yes,5,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,103.99,514.55,1,17.331666666666667,0
